restaurant_name,address,tags,lat,lon
DRAGON GARDEN,"3178 BAINBRIDGE AVE BRONX NY, 10467",Chinese,40.87541,-73.87951
MEI PANDA HOUSE / TOP FRESH TORTILLAS,"277 E 206TH ST BRONX NY, 10467",Chinese,40.874977,-73.87953
SAL'S PIZZA,"3167 BAINBRIDGE AVENUE BRONX NY, 10467",Pizza,40.875473,-73.87953
IMMANUEL RESTAURANT,"799 STANLEY AVE BROOKLYN NY, 11207","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.661232,-73.879555
MAR Y TIERRA RESTAURANT & LOUNGE,"3236 BAINBRIDGE AVENUE BRONX NY, 10467","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.87617,-73.879616
EL FARO BAKERY,"3124 FULTON STREET BROOKLYN NY, 11208",Bakery,40.68151,-73.87967
EL MOLCAJETE RESTAURANT.,"1506 WESTCHESTER AVE BRONX NY, 10472",Spanish,40.828533,-73.879776
DUNKIN' DONUTS,"1 EAST  233 STREET BRONX NY, 10470",Donuts,40.895275,-73.87978
MARIO'S PIZZA,"79 EAST GUN HILL ROAD BRONX NY, 10467",Pizza,40.881798,-73.87979
SABBA'S CHICKEN,"1504 WESTCHESTER AVE BRONX NY, 10472",American,40.828526,-73.87986
LA PRINCESA DEL RODEO,"1177B WHEELER AVE BRONX NY, 10472",Mexican,40.827847,-73.87997
PABELLON,"1501 WESTCHESTER AVE BRONX NY, 10472",Spanish,40.82852,-73.880035
TWIN DONUT,"1061 E TREMONT AVE BRONX NY, 10460",Sandwiches,40.840015,-73.88004
TEN TAN,"3507 DEKALB AVENUE BRONX NY, 10467",Chinese,40.882507,-73.88025
DUNKIN' DONUTS,"47 EAST GUNHILL ROAD BRONX NY, 10467",Coffee/Tea,40.882168,-73.88036
ALBERT'S COFFEE SHOP,"405 HUNTS POINT AVE BRONX NY, 10474",American,40.809467,-73.88051
STONE MILL,"2900 SOUTHERN BLVD BRONX NY, 10458",American,40.85973,-73.88071
NYBG-HUDSON GARDEN GRILL-DAVID EDWARDS,"2900 SOUTHERN BLVD BRONX NY, 10458",American,40.85973,-73.88071
PINE TREE CAFE,"2900 SOUTHERN BLVD BRONX NY, 10458",American,40.85973,-73.88071
CHINA SUN,"787 LIBERTY AVENUE BROOKLYN NY, 11208",Chinese,40.676735,-73.88076
NACIONAL BAKERY #1,"1484 WESTCHESTER AVENUE BRONX NY, 10472",Bakery,40.82845,-73.8808
"DUNKIN' DONUTS, BASKIN ROBBINS","245 HIGHLAND PLACE BROOKLYN NY, 11208",Donuts,40.679966,-73.88081
C LOUNGE,"1186 EVERGREEN AVE BRONX NY, 10472",Other,40.82795,-73.88093
EL CHICANITO SPORTS BAR,"1186 EVERGREEN AVENUE BRONX NY, 10472",Mexican,40.82795,-73.88093
ISLAND POT RESTAURANT,"797 ASHFORD ST BROOKLYN NY, 11207",Caribbean,40.66309,-73.88107
GOLDEN HORSE CHINESE REST,"792 NEW LOTS AVE BROOKLYN NY, 11208",Chinese,40.667072,-73.88107
18 EAST GUNHILL PIZZA,"18 E GUN HILL RD BRONX NY, 10467",Pizza,40.882595,-73.88107
VISTA HERMOSA DELI RESTAURANT,"1201 EVERGREEN AVENUE BRONX NY, 10472",Mexican,40.82866,-73.88111
CROWN FRIED CHICKEN,"790 NEW LOTS AVE BROOKLYN NY, 11208",American,40.66705,-73.88113
THE POINT CAFE & GRILL,"402 HUNTS POINT AVENUE BRONX NY, 10474",Delicatessen,40.81001,-73.88114
CARIBE RESTAURANT,"2 EAST GUN HILL ROAD BRONX NY, 10467","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.882668,-73.88119
FRATILLI'S PIZZA & CAFE,"404 HUNTS POINT AVE BRONX NY, 10474",Pizza/Italian,40.810123,-73.88127
NEW WAH KITCHEN,"1474 WESTCHESTER AVENUE BRONX NY, 10472",Chinese,40.828407,-73.881294
BRAVO AFRICAN RESTAURANT,"1473 WESTCHESTER AVE BRONX NY, 10472",African,40.82841,-73.881386
MONTESPINO RESTAURANT,"1309A BRONX RIVER AVE BRONX NY, 10472","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.83165,-73.881454
KENNEDY CHICKEN BURGER & ICE CREAM,"3496 JEROME AVE BRONX NY, 10467",Chicken,40.88252,-73.881454
B.F. NATIONAL BAKERY,"3492 JEROME AVENUE BRONX NY, 10467",Bakery,40.882454,-73.88153
DOMINO'S,"1468 WESTCHESTER AVE BRONX NY, 10472",Pizza,40.828384,-73.88155
COFFEE SHOP,"3424 KOSSUTH AVENUE BRONX NY, 10467",American,40.88066,-73.881584
SABANA LOUNGE,"1460 WESTCHESTER AVENUE BRONX NY, 10472",Spanish,40.828358,-73.881905
MAMALOLA RESTAURANT,"501 HUNTS POINT AVE BRONX NY, 10474",Spanish,40.81088,-73.88197
RAYONS CARIBBEAN & INTERNATIONAL RESTAURANT,"3003A WEBSTER AVE BRONX NY, 10458",Caribbean,40.86827,-73.88201
EL VALLE RESTAURANT,"3535 JEROME AVE BRONX NY, 10467",Spanish,40.882008,-73.882065
EL PATRON BAR AND GRILL,"748 LIBERTY AVE BROOKLYN NY, 11208",Spanish,40.67653,-73.88212
YOSMAILY'S JUICE BAR & CAFE,"906 E 180TH ST BRONX NY, 10460","Juice, Smoothies, Fruit Salads",40.844826,-73.88213
JOJO PIZZA #2,"906 E 180TH ST BRONX NY, 10460",Pizza,40.844826,-73.88213
LA MELLAS RESTAURANT,"1452 WESTCHESTER AVE BRONX NY, 10472","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.828342,-73.88214
BURGER KING,"3440 JEROME AVE BRONX NY, 10467",Hamburgers,40.881596,-73.88252
BANI RESTAURANT,"1430 WATSON AVE BRONX NY, 10472",Spanish,40.82548,-73.88262
CHINA STAR,"1370 PENNSYLVANIA AVE BROOKLYN NY, 11239",Chinese,40.64865,-73.88266
ARMANDO'S PIZZA,"1366 PENNSYLVANIA AVENUE BROOKLYN NY, 11239",Pizza,40.648674,-73.88268
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,"1364 PENNSYLVANIA AVENUE BROOKLYN NY, 11239",Caribbean,40.648685,-73.8827
DUNKIN' DONUTS,"1358 PENNSYLVANIA AVENUE BROOKLYN NY, 11239",Donuts,40.64872,-73.88274
CATERINA PIZZA,"3035 FULTON STREET BROOKLYN NY, 11208",Pizza,40.680557,-73.88276
LA BONA PIZZA & PASTA,"2426 PITKIN AVE BROOKLYN NY, 11208",Pizza/Italian,40.673817,-73.88285
BOSTON MARKET,"1340 PENNSYLVANIA AVE BROOKLYN NY, 11239",Chicken,40.648827,-73.88286
SUBWAY,"3422 JEROME AVE BRONX NY, 10467",Sandwiches,40.881298,-73.882866
DUNKIN' DONUTS,"2241 SOUTHERN BOULEVARD BRONX NY, 10460",Donuts,40.8489,-73.88294
OASIS RESTAURANT & SPORTS BAR,"3441 JEROME AVENUE BRONX NY, 10467",Spanish,40.8812,-73.882996
$ 1 SLICE PIZZA,"3414 JEROME AVE BRONX NY, 10467",Pizza,40.881165,-73.88302
LOMA # 3 RESTAURANT,"754 NEW LOTS AVE BROOKLYN NY, 11207","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.6662,-73.883095
ZONE CULINAIRE,"751 DRAKE STREET BRONX NY, 10474",American,40.816223,-73.8831
RULAY LOUNGE BAR & RESTAURANT,"2959 WEBSTER AVE BRONX NY, 10458",Spanish,40.867584,-73.8831
NICK GARDEN COFFEE SHOP,"2953 WEBSTER AVENUE BRONX NY, 10458",Coffee/Tea,40.867558,-73.88315
LUNG FONG  RESTAURANT,"870 EAST  180 STREET BRONX NY, 10460",Chinese,40.845337,-73.88316
BAKERY & PARTY SUPPLY BY MARTHA,"868 E 180TH ST BRONX NY, 10460",Bakery,40.845356,-73.8832
M & R PIZZA,"7 E 208TH ST BRONX NY, 10467",Pizza,40.880657,-73.883255
POPEYES LOUISIANA KITCHEN,"3411 JEROME AVE BRONX NY, 10467",American,40.88094,-73.88329
WOK WOK RESTAURANT,"5 EAST  208 STREET BRONX NY, 10467",Chinese,40.88069,-73.88331
EL PRESIDENTE # 2 RESTAURANT,"10-Apr EAST  208 STREET BRONX NY, 10467","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.880703,-73.883354
GREAT WALL CHINESE RESTAURNAT,"732 E 187TH ST BRONX NY, 10458",Chinese,40.85383,-73.88337
CATERINA'S PIZZERIA,"907 LIVONIA AVENUE BROOKLYN NY, 11207",Pizza/Italian,40.666355,-73.88339
ANGEL'S CAFE,"743 E 187TH ST BRONX NY, 10458","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.85386,-73.88344
HAPPY DRAGON,"3388 JEROME  AVE BRONX NY, 10467",Chinese,40.880726,-73.88352
THE CORNER PIZZA SHOP,"3399 JEROME AVE BRONX NY, 10467",Pizza,40.88072,-73.88355
VALENCIA COFFEE ROOM,"801 EDGEWATER ROAD BRONX NY, 10474",Coffee/Tea,40.818104,-73.88358
BIG APPLE CHINESE BUFFET & TAKE OUT,"936 E TREMONT AVE BRONX NY, 10460",Chinese,40.84169,-73.8836
LA LECHONERA RESTAURANT,"747 NEW LOTS AVE BROOKLYN NY, 11207","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.665974,-73.88365
QUEEN OF TACOS,"9 EAST MOSHOLU PARKWAY NORTH BRONX NY, 10467",Mexican,40.880184,-73.88366
ROCCO'S PIZZA,"397 BEDFORD PARK BOULEVARD BRONX NY, 10458",Pizza,40.867382,-73.88372
TREMONT PIZZA,"924 E TREMONT AVE BRONX NY, 10460",Pizza/Italian,40.841763,-73.88374
DOMINO'S,"921 EAST TREMONT AVENUE BRONX NY, 10460",Pizza,40.841797,-73.88379
EL NUEVO VALLE #2 RESTAURANT LECHONERA,"855 EAST  180 STREET BRONX NY, 10460","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.845657,-73.88379
STANLEY COFFEE SHOP,"675 STANLEY AVE BROOKLYN NY, 11207",Spanish,40.659405,-73.88381
PIZZA ITALIA 1,"842 EAST  180 STREET BRONX NY, 10460",Pizza,40.845673,-73.88385
TEXAS CHICKEN & BURGERS,"2104 CROTONA PKWY BRONX NY, 10460",American,40.845974,-73.883995
ROSE FLOWER KITCHEN,"383 BEDFORD PARK BLVD BRONX NY, 10458",Chinese,40.867825,-73.88408
JOLLY TINKER,"2875 WEBSTER AVE BRONX NY, 10458",American,40.866985,-73.88412
KENNEDY FRIED CHICKEN,"381 BEDFORD PARK BLVD BRONX NY, 10458",Chicken,40.867886,-73.88413
WEBSTER CAFE,"2873 WEBSTER AVENUE BRONX NY, 10458",American,40.866962,-73.884155
MAJESTIC RESTAURANT,"709 E 187TH ST BRONX NY, 10458",Spanish,40.85408,-73.88419
BEDFORD PIZZA CAFE,"380 BEDFORD PARK BLVD BRONX NY, 10458",Pizza/Italian,40.867943,-73.88419
EL RINCONCITO DEL SABOR DOMINICANO,"254 E 204TH STREET BRONX NY, 10458","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.874176,-73.88438
BURGER LODGE,"657 E 189TH ST BRONX NY, 10458",American,40.856598,-73.88444
YUMMY YUMMY FAMILY,"250 E 204TH ST BRONX NY, 10458",Chinese,40.874195,-73.88445
NEW CHINA KITCHEN,"250 EAST  204 STREET BRONX NY, 10458",Chinese,40.874195,-73.88446
NEW DRAGON SEA CHINESE RESTAURANT,"2302 CROTONA AVE BRONX NY, 10458",Chinese,40.85213,-73.88452
HOUSE PIZZA,"246 E 204TH ST BRONX NY, 10458",Pizza,40.874214,-73.88454
NO 1 LUCK SUNG RESTAURANT,"694 EAST  187 STREET BRONX NY, 10458",Chinese,40.854176,-73.884544
CHINESE FRIED CHICKEN,"985 EAST  174 STREET BRONX NY, 10460",Chinese,40.83631,-73.88461
SAKE II,"690 E 187TH ST BRONX NY, 10458",Japanese,40.854202,-73.88461
CONNIE'S DELI,"240 EAST  204 STREET BRONX NY, 10458",Mexican,40.874245,-73.88466
MOFON LOUNGE,"894 E TREMONT AVE BRONX NY, 10460","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.842228,-73.88468
RANDALL RESTAURANT,"1328 RANDALL AVENUE BRONX NY, 10474",Spanish,40.812386,-73.88473
LUCONI NYC,"689 E 187TH ST BRONX NY, 10458",Pizza,40.854275,-73.88478
LEE CHINESE RESTAURANT,"2104 LINDEN BLVD BROOKLYN NY, 11207",Chinese,40.660843,-73.884895
KENNEDY FRIED CHICKEN,"2273 CROTONA AVENUE BRONX NY, 10457",Chicken,40.851597,-73.884895
PUGSLEY PIZZA,"590 EAST  191 STREET BRONX NY, 10458",Pizza,40.859173,-73.88494
KA WAH CHINESE RESTAURANT,"3044 VALENTINE AVE BRONX NY, 10458",Chinese,40.873688,-73.88501
MR. WEDGE,"673 HUNTS POINT AVENUE BRONX NY, 10474",American,40.813755,-73.88503
NIKE'S PIZZERIA,"625 E 189TH ST BRONX NY, 10458",Pizza,40.856964,-73.885185
CAMBRELENG CAFE,"2403 CAMBRELENG AVE BRONX NY, 10458",Coffee/Tea,40.854614,-73.88534
ARTUSO PASTRY SHOP,"670 EAST  187 STREET BRONX NY, 10458",Italian,40.854465,-73.885345
LOVE GARDEN,"804 E 180TH ST BRONX NY, 10460",Chinese,40.846424,-73.88537
CHUBBY BURGER CHICKEN & PIZZA,"2962 FULTON ST BROOKLYN NY, 11208",Chicken,40.679695,-73.885414
NANCY RESTAURANT,"2961 FULTON ST BROOKLYN NY, 11208",Spanish,40.679707,-73.88542
TAVARES RESTAURANT,"234 CLEVELAND ST BROOKLYN NY, 11208","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.679256,-73.88546
LAS ORQUIDEAS RESTAURANT,"667 E 187TH ST BRONX NY, 10458",Spanish,40.854534,-73.88548
KENNEDY FRIED CHICKEN,"667 E 187 STREET BRONX NY, 10458",Chicken,40.854534,-73.88548
KENNEDY FRIED CHICKEN,"667 E 187 STREET BRONX NY, 10458",Chicken,40.854534,-73.88548
THE BARN YARD BBQ,"582 E FORDHAM RD BRONX NY, 10458",Barbecue,40.858547,-73.885506
TACO BELL,"961 E 174TH ST BRONX NY, 10460",Tex-Mex,40.836628,-73.88554
BURGER KING,"961 E 174TH ST BRONX NY, 10460",Sandwiches,40.836628,-73.88554
SOUL OF THE SEA,"801 VAN SICLEN AVE BROOKLYN NY, 11207",American,40.66039,-73.885574
DUNKIN' DONUTS,"3276 JEROME AVENUE BRONX NY, 10468",Donuts,40.878937,-73.88559
DUNKIN' DONUTS,"601 EAST FORDHAM ROAD BRONX NY, 10458",Donuts,40.858784,-73.88563
RAMS PIZZA PLUS,"574 E FORDHAM RD BRONX NY, 10458",Pizza,40.858627,-73.88566
PETE'S CAFE,"570 EAST FORDHAM ROAD BRONX NY, 10458",American,40.858673,-73.88575
ANTHONY & JOE'S PIZZA,"1941 SOUTHERN BOULEVARD BRONX NY, 10460",Pizza,40.842255,-73.88576
ROY'S RESTAURNT & BAR,"880 EAST TREMONT AVE BRONX NY, 10460","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.842754,-73.88576
IHOP,"961 EAST  174 STREET BRONX NY, 10460",American,40.83675,-73.885895
SUBWAY,"961 EAST 174 STREET BRONX NY, 10460",Sandwiches,40.83675,-73.885895
JUMBO KITCHEN,"1915 SOUTHERN BLVD BRONX NY, 10460",Chinese,40.841537,-73.8859
TONY & TINA'S PIZZA,"2483 ARTHUR AVENUE BRONX NY, 10458",Pizza,40.85747,-73.88594
CLINTON HALL,"601 E 189TH ST BRONX NY, 10458",American,40.85735,-73.885956
MB RESTAURANT,"2771 WEBSTER AVE BRONX NY, 10458",African,40.865887,-73.88602
MUG-Z'S SPORTS BAR,"2476 ARTHUR AVENUE BRONX NY, 10458",American,40.857296,-73.88608
SIMON'S,"2479 ARTHUR AVE BRONX NY, 10458",Sandwiches/Salads/Mixed Buffet,40.8573,-73.886086
PAPA JOHN'S PIZZA,"868 E TREMONT AVE BRONX NY, 10460",Pizza,40.84293,-73.886116
MICHAEL ANGELO'S BRICK OVEN,"2477 ARTHUR AVENUE BRONX NY, 10458",Pizza/Italian,40.857265,-73.886116
CAMINITO SPORTS BAR AND BILLIARD,"393 EAST  198 STREET BRONX NY, 10458","Bottled beverages, including water, sodas, juices, etc.",40.866184,-73.88612
M AND G RESTAURANT,"2472 ARTHUR AVE BRONX NY, 10458",American,40.857227,-73.88613
EL NUEVO TENAMPA RESTAURANTE,"2765 WEBSTER AVE BRONX NY, 10458",Mexican,40.865765,-73.886215
LA CANTINA,"2467 ARTHUR AVE BRONX NY, 10458","Bottled beverages, including water, sodas, juices, etc.",40.857094,-73.88626
RICO CHIMI BROOKLYN,"2928 ATLANTIC AVE BROOKLYN NY, 11207","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.677494,-73.88632
POPEYES LOUISIANA KITCHEN,"949 EAST  174 STREET BRONX NY, 10460",Chicken,40.836903,-73.88633
LA ROLA RESTAURANT,"400 E 198TH ST BRONX NY, 10458",Spanish,40.86647,-73.88635
HOWL AT THE MOON BAR & GRILL,"585 EAST  189 STREET BRONX NY, 10458",American,40.857563,-73.88636
WHITE CASTLE,"550 EAST FORDHAM ROAD BRONX NY, 10458",Hamburgers,40.858997,-73.88639
YAQUE RIVER,"860 EAST TREMONT AVENUE BRONX NY, 10460","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.843082,-73.88642
BUKANAS BAR RESTAURANT,"2428 HUGHES AVE BRONX NY, 10458",American,40.85571,-73.88644
EL TIPICO,"2933 FULTON STREET BROOKLYN NY, 11207",Spanish,40.679356,-73.88651
STAR RESTAURANT,"1298 WESTCHESTER AVE BRONX NY, 10459",Spanish,40.82744,-73.88651
HUNG HING CHINESE RESTAURANT,"239 BEDFORD PARK BLVD BRONX NY, 10458",Chinese,40.8711,-73.88661
KING SUNSHINE #2 JERK CENTER,"1294 WESTCHESTER AVE BRONX NY, 10459",Caribbean,40.82738,-73.88663
TASTE OF ROME PIZZERIA,"1292 WESTCHESTER AVE BRONX NY, 10459",Pizza,40.827354,-73.88668
TEQUILA & MEZCAL,"1292 WESTCHESTER AVE BRONX NY, 10459",Mexican,40.827354,-73.88668
LEE'S RESTAURANT,"626 E 187TH ST BRONX NY, 10458",Chinese,40.855106,-73.88669
DOMINO'S,"1111 PENNSYLVANIA AVENUE BROOKLYN NY, 11207",Pizza,40.653374,-73.886734
NORTH STAR CAFE,"850 EAST TREMONT AVENUE BRONX NY, 10460",American,40.843246,-73.88675
THE BLUE GOOSE,"2482 HOFFMAN ST BRONX NY, 10458",American,40.857956,-73.88675
TRA DI NOI,"622 E 187TH ST BRONX NY, 10458",Italian,40.85515,-73.88678
CAFFE EGIDIO,"622 EAST  187 STREET BRONX NY, 10458",Bakery,40.855152,-73.88678
MANTA SEAFOOD RESTAURANT & BAR,"1288 WESTCHESTER AVE BRONX NY, 10459","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.8273,-73.88679
ANTONIO'S TRATTORIA,"2370 BELMONT AVENUE BRONX NY, 10458",Italian,40.854153,-73.886795
NEW PEPERONI'S PIZZA,"1308 LAFAYETTE AVE BRONX NY, 10474",Pizza,40.816826,-73.88682
HEALTHY FRESH,"621 EAST  187 STREET BRONX NY, 10458",Sandwiches/Salads/Mixed Buffet,40.85518,-73.88682
FAMOSA PIZZA,"621 E 187TH ST BRONX NY, 10458",Pizza/Italian,40.85518,-73.88682
RANCHO ESTRELLA RESTAURANT,"616 E 187TH ST BRONX NY, 10458",Mexican,40.855225,-73.88693
XIN RONG,"741 HUNTS POINT AVENUE BRONX NY, 10474",Chinese,40.815624,-73.88697
NELLY'S CAKES & PARTY SUPPLIES,"597 NEW LOTS AVE BROOKLYN NY, 11207",Bakery,40.66453,-73.887
VALBONA RESTAURANT,"3167 VILLA AVE BRONX NY, 10468",Coffee/Tea,40.876225,-73.88704
CACHAPA'S BROOKLYN,"2311 PITKIN AVE BROOKLYN NY, 11207","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.673203,-73.88707
SHILA BAR & WINE,"629 CRESCENT AVE BRONX NY, 10458",Coffee/Tea,40.853878,-73.88716
DE LILLO PASTRY SHOP,"610 EAST  187 STREET BRONX NY, 10458",Bakery,40.85536,-73.88719
JUS CHILL BAR & GRILL,"589 NEW LOTS AVE BROOKLYN NY, 11207",Caribbean,40.664444,-73.88721
MANGIPASTA,"608 E 187TH ST BRONX NY, 10458",Italian,40.855373,-73.88722
LA CABANA SALVADORENA,"3150 VILLA AVENUE BRONX NY, 10468","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.875774,-73.88723
BRIDGE CAFE,"2382 HUGHES AVE BRONX NY, 10458",Coffee/Tea,40.854733,-73.88726
TINOS DELICATESSEN,"2410 ARTHUR AVENUE BRONX NY, 10458",Delicatessen,40.85589,-73.887276
MAROLO RESTAURANT,"606 E 187TH ST BRONX NY, 10458",Spanish,40.85541,-73.8873
CAKOR RESTAURANT,"632 EAST  186 STREET BRONX NY, 10458",Eastern European,40.854336,-73.88737
ANN & TONY'S RESTAURANT,"2407 ARTHUR AVENUE BRONX NY, 10458",Italian,40.855778,-73.88739
PEACHWAVE FROZEN YOGURT,"602 E 187TH ST BRONX NY, 10458","Ice Cream, Gelato, Yogurt, Ices",40.855488,-73.88744
VALENTINA'S CAFE,"621 CRESCENT AVE BRONX NY, 10458",American,40.853806,-73.887474
AJO & OREGANO RESTAURANT,"621 CRESCENT AVE BRONX NY, 10458",Other,40.853806,-73.887474
VILLA PIZZA,"3133 VILLA AVE BRONX NY, 10468",Pizza,40.875267,-73.887474
LUNA CAFE INC,"601 E 187TH ST BRONX NY, 10458",Coffee/Tea,40.855534,-73.88751
FULL MOON PIZZA,"600 EAST  187 STREET BRONX NY, 10458",Pizza/Italian,40.855522,-73.88752
LUCCHESE FOOD SERVICE,"515 EAST FORDHAM ROAD BRONX NY, 10458",American,40.859844,-73.88759
TACO REY RESTAURANT #2,"2319 HUGHES AVE BRONX NY, 10458",Mexican,40.8537,-73.88761
10 02 Lounge and Restaurant,"806 E TREMONT AVE BRONX NY, 10460",Other,40.843708,-73.88769
DUNKIN DONUTS,"1779 SOUTHERN BLVD BRONX NY, 10460",American,40.83742,-73.88772
RANCH RESTAURANT,"1773 SOUTHERN BLVD BRONX NY, 10460",Caribbean,40.837418,-73.887726
M&G Restaurant,"2390 ARTHUR AVENUE BRONX NY, 10458",American,40.855324,-73.88776
GERBASI RESTAURANT,"2389 ARTHUR AVE BRONX NY, 10458",Italian,40.85524,-73.88785
HUNTS POINT JUICE BAR & DELI,"620 MANIDA STREET BRONX NY, 10474",Spanish,40.81251,-73.88787
POPEYES,"2082 ROCKAWAY PKWY BROOKLYN NY, 11236",Chicken,40.632183,-73.8879
FORDHAM POD EXPRESS AT KEATING HALL,"441 E FORDHAM RD BRONX NY, 10458",Coffee/Tea,40.860027,-73.88791
FORDHAM U - COSI AT CAMPBELL HALL,"441 E FORDHAM RD BRONX NY, 10458",Coffee/Tea,40.860027,-73.88791
DAGGER JOHNS AT MCGINLEY FORDHAM UNIVERSITY,"441 E FORDHAM RD BRONX NY, 10458",American,40.860027,-73.88791
FORDHAN U- A CRUST & BOAR's HEAD,"441 E FORDHAM RD BRONX NY, 10458",Sandwiches/Salads/Mixed Buffet,40.860027,-73.88791
MARKETPLACE AT MCGINLEY CENTER FORDHAM UNIVERSITY`,"441 E FORDHAM RD BRONX NY, 10458",American,40.860027,-73.88791
STARBUCKS (Fordham University),"441 E FORDHAM RD BRONX NY, 10458",Coffee/Tea,40.860027,-73.88791
FORDHAM U - SALT & SESAME AT FACULTY MEMORIAL HALL,"441 E FORDHAM RD BRONX NY, 10458",Coffee/Tea,40.860027,-73.88791
FRUIT AND VEGETABLES ANAYELYS BOUTIQUE,"613 CRESCENT AVENUE BRONX NY, 10458",Spanish,40.85369,-73.88793
CAFE AL MERCATO,"2331 HUGHES AVENUE BRONX NY, 10458",Italian,40.85391,-73.88796
FOO LEE RESTAURANT,"2892 FULTON STREET BROOKLYN NY, 11207",Chinese,40.678883,-73.88797
FIASCO,"2376 ARTHUR AVE BRONX NY, 10458",Pizza/Italian,40.85503,-73.888
ROYAL PIZZA,"945 PENNSYLVANIA AVENUE BROOKLYN NY, 11207",Pizza,40.6551,-73.888016
MAMI'S COFFEE SHOP ADOLFO,"1176 GARRISON AVE BRONX NY, 10474",Spanish,40.82054,-73.88802
CROWN FRIED CHICKEN,"941 PENNSYLVANIA AVE BROOKLYN NY, 11207",American,40.65513,-73.88804
ARTHUR AVENUE CATERS,"611 CRESCENT AVENUE BRONX NY, 10458",Italian,40.853664,-73.88804
HOUSE OF ANTOJITOS,"583 EAST 187 STREET BRONX NY, 10458","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.855824,-73.88806
GINO'S PASTRY SHOP & CAFE,"580 E 187TH ST BRONX NY, 10458",Bakery,40.85583,-73.8881
TEUTA QEBAPTORE,"603 E 186TH ST BRONX NY, 10458",Mediterranean,40.854702,-73.88811
EL POLVORIN BAKERY AND CAFE,"807 HUNTS POINT AVE BRONX NY, 10474",American,40.816902,-73.888145
IVANA PIZZA,"2373 ARTHUR AVENUE BRONX NY, 10458",Pizza,40.854828,-73.88819
EL NUEVO BOHIO RESTAURANT,"791 EAST TREMONT AVENUE BRONX NY, 10460","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.843975,-73.8882
SPORTS LUNCHEONETTE,"920 EAST  173 STREET BRONX NY, 10460","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.835556,-73.88832
LA CUESTA,"582 LIBERTY AVE BROOKLYN NY, 11207","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.67561,-73.88833
LUCKY RESTAURANT,"653 EAST  182 STREET BRONX NY, 10457",Chinese,40.85114,-73.88833
ROBERTO'S,"603 CRESCENT AVENUE BRONX NY, 10458",Italian,40.853584,-73.88836
TAPAS ITALIANO,"2363 ARTHUR AVE BRONX NY, 10458",Italian,40.854496,-73.88848
ZERO OTTO NOVE TRATTORIA,"2357 ARTHUR AVENUE BRONX NY, 10458",Italian,40.85439,-73.88858
DUNKIN' DONUTS,"770 E TREMONT AVE BRONX NY, 10460",Donuts,40.84419,-73.888664
MARKETTA,"2344 ARTHUR AVE BRONX NY, 10458",Coffee/Tea,40.854237,-73.8887
THE BRONX BEER HALL,"2344 ARTHUR AVE BRONX NY, 10458",Italian,40.854237,-73.8887
MIKE'S DELI,"2344 ARTHUR AVE BRONX NY, 10458",Italian,40.854237,-73.8887
KENNEDY FRIED CHICKEN,"1029 E 167TH ST BRONX NY, 10459",American,40.82677,-73.88871
NEW SHENG CHINESE KITCHEN,"1029 E 167TH ST BRONX NY, 10459",Chinese,40.82677,-73.88871
EL CAPITAN,"643 E 182ND ST BRONX NY, 10457",Seafood,40.85132,-73.88872
MORRONE PASTRY SHOP & CAFE,"2349 ARTHUR AVE BRONX NY, 10458",Bakery,40.85424,-73.88872
MARIO'S RESTAURANT,"2342 ARTHUR AVENUE BRONX NY, 10458",Italian,40.8542,-73.88874
DOMINO'S,"2048 ROCKAWAY PKWY BROOKLYN NY, 11236",Pizza,40.632984,-73.888794
FLORINDA RESTAURANT,"2701 DECATUR AVENUE BRONX NY, 10458","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.864815,-73.88884
PARISIENNE CAFE,"2339 ARTHUR AVENUE BRONX NY, 10458",Coffee/Tea,40.854057,-73.88888
EL TRAILERO RESTAURANT,"1232 RANDALL AVE BRONX NY, 10474",Spanish,40.811752,-73.888916
HENG CHANG 2,"2042 ROCKAWAY PKWY BROOKLYN NY, 11236",Chinese,40.633118,-73.88894
